Compare,Icon,Name,Type,Element,PATK,MATK,PDEF,MDEF,TOTAL,COST,Colo Skill,C. Aid Skill
Compare,,"Cannon of the Ornamental Stone
捨て石の大砲",Ranged,,1070,1066,573,571,"3280
(Lv80)",14,"Gale of Exorcism (III)
Deal great magical damage to 1 enemy.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Precious Staff of the Ice Falls
氷滝の宝杖",Staff,,1068,1064,571,569,"3272
(Lv80)",14,"Blessed Gospel (I)
Heal 2 allies by a small amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Proof of Purity
純潔の証",Blade,,2013,2009,1070,1068,"6160
(Lv80)",17,"Gale of Destruction (III)
Deal great physical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Silver Axe
白銀の斧",Hammer,,2192,1770,1078,1076,"6116
(Lv120)",17,"Hailstorm of Onslaught (III)
Deal great physical damage to 1-2 enemies, and decrease their physical ATK by a small amount.","P.ATK Debuff (II)
Fixed chance to moderately reduce enemy's physical ATK while attacking."
Compare,,"Silver Grimoire
白銀の魔書",Tome,,1772,2186,945,1164,"6067
(Lv120)",17,"Curse of Debilitation (IV)
Reduce the magical ATK of 1 enemy by a massive amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Scythe of Justice
正義の大鎌",Polearm,,1521,2277,941,1160,"5899
(Lv120)",17,"Evil Thunder of Onslaught (III)
Deal great magical damage to 1-2 enemies, and decrease their magical ATK by a small amount.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Proof of Loyalty
忠心の証",Focus,,1074,1070,577,575,"3296
(Lv80)",14,"Evil Blaze of Leeching (I)
Deal small magical damage to 1-2 enemies, and recover a small amount of own HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Ice Pillar Scythe
氷柱鎌",Polearm,,1072,1068,575,573,"3288
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Black Ritual Book
黒ノ祭祀書",Tome,,1070,1066,573,571,"3280
(Lv80)",14,"Curse of Rust (III)
Reduce the physical ATK of 1 enemy by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Double Axe of Succession
受け継ぐ双斧",Hammer,,1068,1064,571,569,"3272
(Lv80)",14,"Gale of Destruction (II)
Deal moderate physical damage to 1-2 enemies.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Cold Violence
冷徹なる暴力",Blade,,2013,2009,1070,1068,"6160
(Lv120)",17,"Gale of Destruction (IV)
Deal massive physical damage to 1 enemy.","P.ATK Debuff (II)
Fixed chance to moderately reduce enemy's physical ATK while attacking."
Compare,,"Bow of White Waves
白波の弓",Ranged,,2021,2017,1078,1076,"6192
(Lv120)",17,"Wave of Exorcism (IV)
Deal massive magical damage to 1 enemy.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Staff of the Signal Bell
号鐘の杖",Staff,,2019,2015,1076,1074,"6184
(Lv120)",17,"Blessed Gospel (III)
Heal 1-2 allies by a great amount of HP.","P.DEF Recovery (I)
Fixed chance to Increase the physical DEF of 1 ally in the vanguard by a slightly amount while healing."
Compare,,"Violin of Restriction
束縛の提琴",Instr.,,2017,2013,1074,1072,"6176
(Lv120)",17,"Warrior's Waltz (IV)
Increase the physical ATK of 1 ally by a massive amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Golden Sword
黄金の剣",Blade,,1766,2180,939,1158,"6043
(Lv120)",17,"Flames of Assault (III)
Deal great physical damage to 1 enemy, and increase own physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Golden Staff
黄金の杖",Staff,,1774,2188,947,1166,"6075
(Lv120)",17,"Breath of Assault (III)
Heal 1 ally by a great amount of HP, and increase their physical ATK by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Golden Harp
黄金の竪琴",Instr.,,1772,2186,945,1164,"6067
(Lv120)",17,"Barrier Master's Serenade (IV)
Increase the magical DEF of 1 ally by a massive amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Syringe of Pursuit
探究の注射器",Ranged,,1770,2184,943,1162,"6059
(Lv120)",17,"Evil Gust of Onslaught (III)
Deal great magical damage to 1 enemy, and decrease their magical ATK by a small amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Beastlord
百獣の剣王",Hammer,,1299,2434,947,1166,"5846
(Lv120)",17,"Water God's Prestige (III)
Deal great physical damage to 1-2 enemies, and decrease their physical ATK and magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Emil Head
エミールヘッド",Focus,,1161,936,621,502,"3220
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Type-3 Lance
三式戦術槍",Polearm,,1159,934,619,500,"3212
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Iron Pipe
鉄パイプ",Hammer,,1157,932,617,498,"3204
(Lv80)",14,"Rampart of Black Ice (I)
Deal small physical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"No. 7's Staff
7号の杖",Staff,,2192,1770,1168,945,"6075
(Lv120)",17,"Healing Light (IV)
Heal 1 ally by a massive amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Virtuous Contract
白の契約",Blade,,2190,1768,1166,943,"6067
(Lv120)",17,"Icicle of Leeching (III)
Deal great physical damage to 1 enemy, and recover a small amount of own HP.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Cruel Arrogance
黒の倨傲",Polearm,,2188,1766,1164,941,"6059
(Lv120)",17,"Torrent of Exorcism (III)
Deal great magical damage to 1-2 enemies.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Type-4O Blade
四○式斬機刀",Blade,,2186,1764,1162,939,"6051
(Lv120)",17,"Wave of Destruction (IV)
Deal massive physical damage to 1 enemy.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Fate-severing Shears
縁断ツ鋏",Focus,,1066,1062,500,615,"3243
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Scroll on the Bookshelf
書架の巻物",Tome,,1074,1070,508,623,"3275
(Lv80)",14,"Curse of Submission (II)
Reduce the physical DEF and magical DEF of 1 enemy by a moderate amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Staff of Prohibition
禁言の杖",Staff,,1072,1068,506,621,"3267
(Lv80)",14,"Prayer of Assault (II)
Heal 1 ally by a moderate amount of HP, and increase their magical ATK by a small amount.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Harp of the Lady
淑女の竪琴",Instr.,,1070,1066,504,619,"3259
(Lv80)",14,"Hero's Harmony (I)
Increase the physical ATK and magical ATK of 2 allies by a small amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Scarlet Sword
緋色の剣",Blade,,1068,1064,502,617,"3251
(Lv80)",14,"Torch of Destruction (III)
Deal great physical damage to 1 enemy.","P.ATK Support (I)
Fixed chance to slightly increase own physical ATK while attacking."
Compare,,"Great Hammer of Depravity
卑劣の大槌",Hammer,,1066,1062,500,615,"3243
(Lv80)",14,"Rampart of Heat (I)
Deal small physical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"F8 Magic Rifle
F8魔導小銃",Ranged,,1074,1070,508,623,"3275
(Lv80)",14,"Evil Gust of Leeching (II)
Deal moderate magical damage to 1 enemy, and recover a small amount of own HP.","M.ATK Debuff (I)
Fixed chance to slightly reduce enemy's magical ATK while attacking."
Compare,,"Spear of Cycles
円環の槍",Polearm,,1072,1068,506,621,"3267
(Lv80)",14,"Evil Hail of Assault (I)
Deal small magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Violin of Discipline
戒律の提琴",Instr.,,2015,2011,941,1160,"6127
(Lv120)",17,"Warrior's Waltz (IV)
Increase the physical ATK of 1 ally by a massive amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Bow of the Knight
聖騎士の弓",Ranged,,2013,2009,939,1158,"6119
(Lv120)",17,"Gale of Exorcism (IV)
Deal massive magical damage to 1 enemy.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Spear of Slumber
睡眠の槍",Polearm,,2021,2017,947,1166,"6151
(Lv120)",17,"Evil Hail of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Wrought Iron Tome
黒鉄の書",Tome,,1472,1815,786,968,"5041
(Lv120)",18,"Incantation of Disenchantment (III)
Reduce the magical DEF of 1-2 enemies by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Wrought Iron Violin
黒鉄の提琴",Instr.,,1895,1261,1010,674,"4840
(Lv120)",18,"Warrior's Waltz (IV)
Increase the physical ATK of 1 ally by a massive amount.","Iron Shield Deployment (I)
Fixed chance to increase physical DEF of one member of the vanguard by a small amount while executing commands."
Compare,,"Wrought Iron Spear
黒鉄の槍",Polearm,,1074,2015,674,1006,"4769
(Lv120)",18,"Sand Boundary (III)
Deal great magical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"Wrought Iron Staff
黒鉄の杖",Staff,,1466,1462,964,962,"4854
(Lv120)",18,"Blessed Gospel (III)
Heal 2 allies by a great amount of HP.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Wrought Iron Sword
黒鉄の剣",Blade,,1899,1265,972,786,"4922
(Lv120)",18,"Type 3 (Catastrophic Flame)
Deal great physical damage to 1 enemy, and increase own physical ATK and physical DEF by a small amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Hunter's Bow of Delusion
虚妄の狩猟弓",Ranged,,2019,2015,945,1164,"6143
(Lv120)",17,"Torch of Exorcism (IV)
Deal massive magical damage to 1 enemy.","M.ATK Debuff (II)
Fixed chance to moderately reduce enemy's magical ATK while attacking."
Compare,,"Wheel of Eternity
永劫の車輪",Focus,,1074,1070,508,623,"3275
(Lv80)",14,"Gale of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Secret Map
秘密ノ地図",Tome,,1072,1068,506,621,"3267
(Lv80)",14,"Incantation of Corrosion (I)
Reduce the physical ATK and magical ATK of 2 enemies by a small amount.","ATK Debuff (I)
Fixed chance to slightly reduce enemy's physical ATK and magical ATK while attacking."
Compare,,"Staff of Clairvoyance
千里眼の杖",Staff,,1070,1066,504,619,"3259
(Lv80)",14,"Healing Light (III)
Heal 1 ally by a great amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Wild Rose Harp
ノバラの琴",Instr.,,1068,1064,502,617,"3251
(Lv80)",14,"Holy Knight's Gospel (I)
Increase the physical DEF and magical DEF of 2 allies by a small amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Halberd of Demon Sealing
封魔の薙刀",Polearm,,1066,1062,500,615,"3243
(Lv80)",14,"Inferno of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Axe of the Biased
偏執者の斧",Hammer,,1074,1070,508,623,"3275
(Lv80)",14,"Torrent of Destruction (II)
Deal moderate physical damage to 1-2 enemies.","P.ATK Support (I)
Fixed chance to slightly increase own physical ATK while attacking."
Compare,,"Gun of Guidance
導きの銃",Ranged,,1072,1068,506,621,"3267
(Lv80)",14,"Wave of Exorcism (III)
Deal great magical damage to 1 enemy.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Azure Sword
蒼き剣",Blade,,1070,1066,504,619,"3259
(Lv80)",14,"Wave of Destruction (III)
Deal great physical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Blackstone Staff
黒石の杖",Staff,,2015,2011,941,1160,"6127
(Lv120)",17,"Blessed Gospel (III)
Heal 2 allies by a great amount of HP.","Barrier Break (II)
Fixed chance to moderately reduce enemy's physical DEF and magical DEF while attacking."
Compare,,"Blackstone Scythe
黒石の大鎌",Polearm,,2013,2009,939,1158,"6119
(Lv120)",17,"Evil Thunder of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
Compare,,"Blackstone Greatsword
黒石の大剣",Blade,,2021,2017,947,1166,"6151
(Lv120)",17,"Wave of Destruction (IV)
Deal massive physical damage to 1 enemy.","P.DEF Debuff (II)
Fixed chance to moderately reduce enemy's physical DEF while attacking."
Compare,,"Tome of Restriction
束縛の魔書",Tome,,2019,2015,945,1164,"6143
(Lv120)",17,"Incantation of Demolition (III)
Reduce the physical DEF of 1-2 enemies by a great amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Straw Doll
藁草ノ人形",Focus,,1070,1066,504,619,"3259
(Lv80)",14,"Inferno of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","M.ATK Debuff (I)
Fixed chance to slightly reduce enemy's magical ATK while attacking."
Compare,,"Forbidden Tome of Rebirth
蘇生の禁書",Tome,,1068,1064,502,617,"3251
(Lv80)",14,"Curse of Corrosion (III)
Reduce the physical ATK and magical ATK of 1 enemy by a great amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Proof of Hypocrisy
偽善の証",Staff,,1066,1062,500,615,"3243
(Lv80)",14,"Blessed Gospel (I)
Heal 2 allies by a small amount of HP.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Cracking Tones of Joy
幸福の破音",Instr.,,1074,1070,508,623,"3275
(Lv80)",14,"Hero's Rhapsody (III)
Increase the physical ATK and magical ATK of 1 ally by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Black-Winged Scythe
黒翼の大鎌",Polearm,,1072,1068,506,621,"3267
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Steel Morning Star
鋼鉄の宵星",Hammer,,1070,1066,504,619,"3259
(Lv80)",14,"Lightning of Leeching (I)
Deal small physical damage to 1-2 enemies, and recover a small amount of own HP.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Bow of Dense Forests
森然の弓",Ranged,,1068,1064,502,617,"3251
(Lv80)",14,"Gale of Exorcism (III)
Deal great magical damage to 1 enemy.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Chakram of Violence
暴力の戦輪",Blade,,1066,1062,500,615,"3243
(Lv80)",14,"Tornado of Leeching (II)
Deal moderate physical damage to 1 enemy, and recover a small amount of own HP.","P.DEF Debuff (I)
Fixed chance to slightly reduce enemy's physical DEF while attacking."
Compare,,"Mechanical Hammer
絡繰の槌",Hammer,,2019,2015,945,1164,"6143
(Lv120)",17,"Hailstorm of Assault (III)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Mechanical Spear
絡繰の槍",Polearm,,2017,2013,943,1162,"6135
(Lv120)",17,"Inferno of Exorcism (III)
Deal great magical damage to 1-2 enemies.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Bagpipes of Dependency
依存の笛",Instr.,,2015,2011,941,1160,"6127
(Lv120)",17,"Sorcerer's Waltz (IV)
Increase the magical ATK of 1 ally by a massive amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Key to the Gates of Hatred
厭忌の門鍵",Focus,,1068,1064,502,617,"3251
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Doctrine of Emptiness
無の教え",Tome,,1066,1062,500,615,"3243
(Lv80)",14,"Incantation of Submission (I)
Reduce the physical DEF and magical DEF of 2 enemies by a small amount.","Barrier Break (I)
Fixed chance to slightly reduce enemy's physical DEF and magical DEF while attacking."
Compare,,"Proof of Goodwill
善意の証",Staff,,1074,1070,508,623,"3275
(Lv80)",14,"Healing Light (III)
Heal 1 ally by a great amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Lamp-lit Evening
灯り照らす小夜",Instr.,,1072,1068,506,621,"3267
(Lv80)",14,"Holy Knight's Gospel (I)
Increase the physical DEF and magical DEF of 2 allies by a small amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Gaze of Deceit
惑わしの目",Polearm,,1070,1066,504,619,"3259
(Lv80)",14,"Gale of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Battle Axe of Magma
岩漿の大斧",Hammer,,1068,1064,502,617,"3251
(Lv80)",14,"Inferno of Destruction (II)
Deal moderate physical damage to 1-2 enemies.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Soul of the Hunter
狩人の魂",Ranged,,1066,1062,500,615,"3243
(Lv80)",14,"Torch of Exorcism (III)
Deal great magical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Harp of Sorrow
悲哀の竪琴",Instr.,,2021,2017,947,1166,"6151
(Lv120)",17,"Knight's Nocturne (III)
Increase the physical DEF of 1-2 allies by a great amount.","Armor Repair (I)
Fixed chance to slightly increase one vanguard member's physical DEF and magical DEF while providing backup."
Compare,,"Abyssal Greatsword
海底の大剣",Blade,,2019,2015,945,1164,"6143
(Lv120)",17,"Tornado of Leeching (III)
Deal great physical damage to 1 enemy, and recover a small amount of own HP.","P.ATK Debuff (II)
Fixed chance to moderately reduce enemy's physical ATK while attacking."
Compare,,"Abyssal Bow
海底の弓",Ranged,,2017,2013,943,1162,"6135
(Lv120)",17,"Wave of Exorcism (IV)
Deal massive magical damage to 1 enemy.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Abyssal Staff
海底の杖",Staff,,2015,2011,941,1160,"6127
(Lv120)",17,"Blessed Gospel (III)
Heal 1-2 allies by a great amount of HP.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Tome of Violence
暴力の書",Tome,,1390,2081,740,1106,"5317
(Lv120)",16,"Curse of Demolition (IV)
Reduce the physical DEF of 1 enemy by a massive amount.","P.DEF Debuff (II)
Fixed chance to moderately reduce enemy's physical DEF while attacking."
Compare,,"Blade of Restriction
束縛の刀",Blade,,2232,1186,1116,746,"5280
(Lv120)",16,"Wave of Destruction (IV)
Deal massive physical damage to 1 enemy.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Sword of Sorrow
悲哀の剣",Blade,,1080,871,579,468,"2998
(Lv80)",13,"Icicle of Leeching (II)
Deal moderate physical damage to 1 enemy, and recover a small amount of own HP.","P.ATK Support (I)
Fixed chance to slightly increase own physical ATK while attacking."
Compare,,"Iron Hammer of Justice
正義の鉄槌",Hammer,,1844,1840,981,979,"5644
(Lv120)",16,"Gale of Destruction (III)
Deal great physical damage to 1-2 enemies.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Wings of Husks
殻の翼",Focus,,1616,1994,860,1060,"5530
(Lv120)",16,"Evil Thunder of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","M.ATK Debuff (II)
Fixed chance to moderately reduce enemy's magical ATK while attacking."
Compare,,"Virgin's Spinal Fluid
処女の髄液",Focus,,1624,2002,1070,866,"5562
(Lv120)",16,"Evil Hail of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Anti-M.DMG Barrier (II)
Fixed chance to moderately increase own magical DEF while attacking."
Compare,,"Sealed Dragon Puppet
傀儡ノ封竜",Focus,,1396,2087,1068,864,"5415
(Lv120)",16,"Evil Blaze of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"Promise of Incarnation
転生の約束",Blade,,2087,1388,1110,740,"5325
(Lv120)",16,"Sand Barricade (III)
Deal great physical damage to 1 enemy, and increase own physical DEF and magical DEF by a small amount.","Anti-P.DMG Barrier (II)
Fixed chance to moderately increase own physical DEF while attacking."
Compare,,"Magic Tome of Reversed Cruelty
逆刻の呪術書",Tome,,936,1153,643,428,"3160
(Lv80)",14,"Curse of Demolition (III)
Reduce the physical DEF of 1 enemy by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Steam Whistle of Reunions
再会の汽笛",Instr.,,1624,2002,1116,746,"5488
(Lv120)",16,"Holy Knight's Hymn (III)
Increase the physical DEF and magical DEF of 1 ally by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Snowflake Spear
雪花ノ槍",Polearm,,1622,2000,1114,744,"5480
(Lv120)",16,"Torrent of Exorcism (III)
Deal great magical damage to 1-2 enemies.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"Gun of Incineration
焼却の銃",Ranged,,1620,1998,1112,742,"5472
(Lv120)",16,"Torch of Exorcism (IV)
Deal massive magical damage to 1 enemy.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Eccentric Demon
清狂の悪魔",Hammer,,1159,934,645,430,"3168
(Lv80)",14,"Gale of Destruction (II)
Deal moderate physical damage to 1-2 enemies.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Demonic Sword of Humility
謙虚な魔剣",Blade,,1998,1612,740,1106,"5456
(Lv120)",16,"Icicle of Leeching (III)
Deal great physical damage to 1 enemy, and recover a small amount of own HP.","Barrier Break (I)
Fixed chance to slightly reduce enemy's physical DEF and magical DEF while attacking."
Compare,,"Crimson Jewel
紅蓮の宝玉",Focus,,944,1161,508,623,"3236
(Lv80)",14,"Evil Blaze of Leeching (I)
Deal small magical damage to 1-2 enemies, and recover a small amount of own HP.","Defensive Barrier (I)
Fixed chance to slightly increase own physical DEF and magical DEF while attacking."
Compare,,"Staff of Oblivion
忘却の杖",Staff,,1622,2000,746,1112,"5480
(Lv120)",16,"Healing Light (IV)
Heal 1 ally by a massive amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Husk in the Snow
雪下の骸",Tome,,2002,1616,744,1110,"5472
(Lv120)",16,"Curse of Submission (III)
Reduce the physical DEF and magical DEF of 1 enemy by a great amount.","Armor Repair (I)
Fixed chance to slightly increase one vanguard member's physical DEF and magical DEF while providing backup."
Compare,,"Harp of Reflection
回想の竪琴",Instr.,,1159,934,432,643,"3168
(Lv80)",14,"Hero's Harmony (I)
Increase the physical ATK and magical ATK of 2 allies by a small amount.","ATK Debuff (I)
Fixed chance to slightly reduce enemy's physical ATK and magical ATK while attacking."
Compare,,"Pike of an Empty Husk
抜け殻の持つ長槍",Polearm,,805,1203,617,498,"3123
(Lv80)",14,"Evil Hail of Assault (I)
Deal small magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Old Soldier's Great Hammer
老兵の大槌",Hammer,,1215,809,625,506,"3155
(Lv80)",14,"Inferno of Assault (I)
Deal small physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Sling of the Blue Wing
蒼翼の弩",Ranged,,811,1209,506,621,"3147
(Lv80)",14,"Evil Gust of Leeching (II)
Deal moderate magical damage to 1 enemy, and recover a small amount of own HP.","M.ATK Debuff (I)
Fixed chance to slightly reduce enemy's magical ATK while attacking."
Compare,,"Dagger of Bonds
絆の短剣",Blade,,1211,805,621,502,"3139
(Lv80)",14,"Icicle of Leeching (II)
Deal moderate physical damage to 1 enemy, and recover a small amount of own HP.","Anti-P.DMG Barrier (I)
Fixed chance to slightly increase own physical DEF while attacking."
Compare,,"Precious Orb of Dragon Calling
竜呼びの宝珠",Focus,,1392,2083,862,1062,"5399
(Lv120)",16,"Evil Blaze of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
Compare,,"Records of the First Palace
近代宮殿記録",Tome,,1066,1062,500,615,"3243
(Lv80)",14,"Curse of Demolition (III)
Reduce the physical DEF of 1 enemy by a great amount.","Barrier Break (I)
Fixed chance to slightly reduce enemy's physical DEF and magical DEF while attacking."
Compare,,"Metempsychosis
輪廻転生",Staff,,813,1211,625,506,"3155
(Lv80)",14,"Prayer of Assault (II)
Heal 1 ally by a moderate amount of HP, and increase their magical ATK by a small amount.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Harp of Idols
偶像の琴",Instr.,,1072,1068,623,504,"3267
(Lv80)",14,"Warrior's Waltz (III)
Increase the physical ATK of 1 ally by a great amount.","ATK Support (I)
Fixed chance to slightly increase own physical ATK and magical ATK while attacking."
Compare,,"Old Soldier's Cannon
老兵の大筒",Ranged,,1295,2430,943,1162,"5830
(Lv120)",17,"Evil Hail of Assault (III)
Deal great magical damage to 1 enemy, and increase own magical ATK by a small amount.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
Compare,,"Demonic Avenger's Sword
復讐鬼の剣",Blade,,1290,682,619,500,"3091
(Lv80)",14,"Flames of Assault (III)
Deal great physical damage to 1 enemy, and increase own physical ATK by a small amount.","P.DEF Debuff (I)
Fixed chance to slightly reduce enemy's physical DEF while attacking."
Compare,,"Fife of Despair
失意の横笛",Instr.,,2438,1295,1168,945,"5846
(Lv120)",17,"Warrior's Waltz (IV)
Increase the physical ATK of 1 ally by a massive amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Scythe of Surfeit
暴食の鎌",Polearm,,1396,2087,1114,744,"5341
(Lv120)",16,"Gale of Exorcism (III)
Deal great magical damage to 1-2 enemies.","M.ATK Debuff (II)
Fixed chance to moderately reduce enemy's magical ATK while attacking."
